ID_judet,Judet,SIRUTA,Localitate,Website,E-mail general,E-mail registratura,Telefon,Adresa
10,BUZAU,48325,ORAS PATARLAGELE,http://www.primariapatarlagele.ro/,primaria.patarlagele@yahoo.com,,0238550001; 0238550185,"Pătârlagele, str. Nicolae Bălcescu, nr. 108, Cod postal: 127430"
10,BUZAU,48744,ORAS POGOANELE,https://www.primariepogoanele.ro/,primariepogoanele@yahoo.com,,238552165,"Pogoanele, Str. Unirii, Nr. 18, Cod postal: 125200"
10,BUZAU,44863,AMARU,https://www.primariaamaru.ro/,primaria_amaru@yahoo.com,,238796842,"Sat Amaru, com. Amaru, cod 127005"
10,BUZAU,44989,BALACEANU,http://www.comunabalaceanu.ro/,primariabalaceanu@gmail.com,,238777635,"Sat Bălăceanu, com. Bălăceanu, cod 127020"
10,BUZAU,44934,BALTA ALBA,https://www.baltaalba.ro/,primariabaltaalba@gmail.com,,238790063,"Sat Balta Alba, com. Balta Albă, cod 127015"
10,BUZAU,45003,BECENI,http://primariabeceni.ro/,primariabeceni@yahoo.com,,238528631,"Sat Beceni nr. 135, cod 127025"
10,BUZAU,45101,BERCA,http://primariaberca.ro/,primariaberca@gmail.com,,238526004,"Strada 1 Decembrie nr. 427, comuna Berca, cod 127035"
10,BUZAU,45245,BISOCA,https://www.primariabisoca.ro/,primariabisoca@yahoo.com,,238708841,"Sat Bisoca, nr. 101, Cod postal: 127055"
10,BUZAU,45334,BLAJANI,https://www.blajani.ro/,primariablajani@yahoo.com,,238500501,"Sat Blăjani, com. Blăjani, cod 127065"
10,BUZAU,45361,BOLDU,https://primariaboldu.ro/,primaria.boldu@gmail.com,,238576505,"Com. Boldu, Jud Buzau, cod 127070"
10,BUZAU,45389,BOZIORU,https://www.comunabozioru.ro/,bozioru@bz.e-adm.ro,,238708036,"Sat Bozioru, com. Bozioru, Cod postal: 127075"
10,BUZAU,45496,BRADEANU,https://www.comuna-bradeanu.ro/,primaria.bradeanu@gmail.com,,238535057,"Str. Patriei, Nr. 520, Sat Brădeanu, com. Brădeanu, cod 127090"
10,BUZAU,45539,BRAESTI,https://www.braesti-buzau.ro/,primaria_braesti@yahoo.com,,238525000,"Sat Brăești, com. Brăești, cod 127095"
10,BUZAU,45619,BREAZA,https://primariabreazabz.ro/,primaria_breazabz@yahoo.com,,238511501,"sat.Breaza,comuna Breaza, cod 127105"
10,BUZAU,45673,BUDA,http://www.comuna-buda.ro/2019/,primariabuda@gmail.com,,238575345,"Com.Buda, Jud.Buzau, Cod postal 127110"
10,BUZAU,45815,C.A. ROSETTI,http://www.primariacarosetti.ro/,primaria_carosetti@yahoo.com,,238731001,"Com. C.A. Rosetti, cod 127120"
10,BUZAU,45753,CALVINI,http://www.primariacalvini.ro/,primaria.calvini@yahoo.com,,238523647,"Com. Calvini,  cod 127130"
10,BUZAU,45888,CANESTI,https://www.comunacanesti.ro/,primariacanesti@yahoo.com,,0741100098; 0746157404,"Sat Cănești, com. Cănești, cod 127135"
10,BUZAU,45959,CATINA,http://www.primaria-catina.ro/,primaria.catina@yahoo.com,,238504003,"Sat Cătina, Cod postal: 127145"
10,BUZAU,46019,CERNATESTI,https://cernatesti.ro/,primariacernatesti@cernatesti.ro,,238508001,"Str. Principală, Comuna Cernăteşti, judeţul Buzău, cod 127150"
10,BUZAU,46108,CHILIILE,https://www.primariachiliile.ro/,primariachiliilebuzau@yahoo.com,,371352013,"Com. Chiliile, Cod postal: 127160"
10,BUZAU,46180,CHIOJDU,https://www.comunachiojdu.ro/,primariachiojdu@yahoo.com,,238799618,"Com.Chiojdu, Jud.Buzau, Cod postal 127170"
10,BUZAU,46251,CILIBIA,http://comunacilibia.ro/,primarcilibia@yahoo.com,,0786140311; 0786140310,"Sat Cilibia nr.65, Comuna Cilibia, Cod postal: 127180"
10,BUZAU,46313,CISLAU,http://www.primariacislau.ro/,cislauprimaria@gmail.com,,238501580,"str. Culturii, nr. 64, comuna Cislau, cod 127185"
10,BUZAU,46377,COCHIRLEANCA,https://www.comunacochirleanca.ro/,primariacochirleanca@yahoo.com,,238736370,"Str. Principală, nr. 1, sat Cochirleanca, cod postal: 127190"
10,BUZAU,46439,COLTI,http://primariacolti.ro/,primariacolti@yahoo.com,,238502501,"Sat Colți, com. Colți, cod 127195"
10,BUZAU,46484,COSTESTI,https://www.costesti-buzau.ro/,primaria.costesti.buzau@gmail.com,,238536158,"Sat Costești, com. Costești, cod 127200"
10,BUZAU,46554,COZIENI,https://www.primariacozieni.ro/,primaria_cozieni@yahoo.com,,238750943,"Sat Cozieni, com. Cozieni, cod 127210"
10,BUZAU,50564,FLORICA,https://www.comunaflorica.ro/,primaria.florica@yahoo.com,,238582750,"Sat Florica, com. Florica, Cod postal: 127377"
10,BUZAU,46769,GALBINASI,https://comunagalbinasi.ro/,primariagalbinasi@yahoo.com,,371425064,"Str. Profesor Tudor Gheorghe, nr. 5, Gălbinași, Cod postal: 127240"
10,BUZAU,46803,GHERASENI,http://www.primariagheraseni.ro/,primariagheraseni@yahoo.com,,238583331,"Str. IOAN GHERASSY, Nr. 467 A, cod 127245"
10,BUZAU,46830,GHERGHEASA,https://comunaghergheasa.ro/,primaria.ghergheasa@yahoo.com,,238577300,"Com. Ghergheasa, cod 127250"
10,BUZAU,46867,GLODEANU SARAT,https://www.primariaglodeanusarat.ro/,primaria.glodeanusarat@gmail.com,,0238580700; 0238580714,"Str. Principală nr. 85, Glodeanu Sărat, Cod postal: 127255"
10,BUZAU,46910,GLODEANU-SILISTEA,https://www.glodeanu-silistea.ro/,primglsilistea@yahoo.com,,0238558168; 0238558377,"Sat Glodeanu Siliștea, com. Glodeanu Siliștea, cod 127260"
10,BUZAU,47006,GREBANU,https://grebanu.ro/,primariagrebanu@gmail.com,,0238778714; 0237778761,"Str PRINCIPALĂ, COM. GREBĂNU, Cod Postal 127270,"
10,BUZAU,47079,GURA TEGHII,https://www.comunagurateghii.ro/,primariagurateghii@yahoo.com,,238520000,"Com.Gura Teghii, Jud.Buzau, Cod postal 127280"
10,BUZAU,47159,LARGU,http://primarialargu.ro/2019/,primaria_largu@yahoo.com,,0238757865; 0238757876,"Str. Ion Creangă, nr. 83
Largu, Cod postal: 127290"
10,BUZAU,47186,LOPATARI,https://www.comunalopatari.ro/,com_lopatari@yahoo.com,,238704064,"Com.Loptari, Jud.Buzau, Cod postal 127295"
10,BUZAU,47300,LUCIU,https://www.primaria-luciu.ro/,primaria_luciu@yahoo.com,,238539301,"Com. Luciu, cod 127315"
10,BUZAU,47337,MAGURA,https://www.comunamagura.ro/,maguraprimarie@yahoo.com,,238504501,"Sat Măgura. Com. Măgura, cod 127320"
10,BUZAU,47630,MANZALESTI,http://primariaminzalesti.ro/,primaria_minzalesti@yahoo.com,,0238509508; 0238509512,"Str. Principală , nr.1, comuna Mânzăleşti,judeţul Buzău, România"
10,BUZAU,47373,MARACINENI,https://primariamaracineni.ro/,primariamaracineni@yahoo.com,,238556547,"Str. Centrală , nr 96, sat Căpățânești, com. Mărăcineni, cod 127325"
10,BUZAU,47417,MARGARITESTI,https://primariamargaritesti.ro/,primariamargaritesti@yahoo.com,,238757057,"Com. Mărgăritești, cod 127330"
10,BUZAU,47453,MEREI,https://primariamerei.ro/,office@primariamerei.ro,,238509159,"Localitatea Merei, nr. 91,
Comuna Merei, Cod postal: 127355"
10,BUZAU,47578,MIHAILESTI,https://www.comunamihailesti.ro/,primariamihailesti@yahoo.com,,238775005,"Sat Mihăilești, com. Mihăilești, Cod postal: 127375"
10,BUZAU,47774,MOVILA BANULUI,https://www.comunamovilabanului.ro/,primaria_movilabanului@hotmail.com,,238796659,"Str. Nuferilor, nr. 130, sat Movila Banului, cod 127380"
10,BUZAU,47818,MURGESTI,http://primariamurgesti.ro/,primaria.murgesti@yahoo.com,,238774202,"Comuna Murgești, Cod postal: 127385"
10,BUZAU,47854,NAENI,https://primarianaeni.ro/,primarianaieni@yahoo.com,,238797003,"Com. Naeni, Sat Naeni, Cod postal: 127390"
10,BUZAU,48021,ODAILE,https://www.primariaodaile.ro/,primariaodailebz@yahoo.com,,0238547605; 0238525494,"Sat Odăile, com. Odăile, Cod postal: 127395"
10,BUZAU,48138,PADINA,http://www.primariapadina.ro/,primariapadina@ymail.com,,238534173,"Padina, str. Mare, Nr. 91 A, Cod postal: 127410"
10,BUZAU,48227,PANATAU,http://primariapanatau.ro/,primaria.panatau@yahoo.com,,238502013,"Comuna Pănătău, cod 127420"
10,BUZAU,48165,PARDOSI,https://www.pardosi.ro/,primariapardosi_bz@yahoo.com,,238774234,"Sat Pardoși, com. Pardoși, cod 127415"
10,BUZAU,48557,PARSCOV,https://www.pirscov.ro/,pirscov@gmail.com,,0238527006; 0238527135,"Sat Pârscov, Cod postal: 127450"
10,BUZAU,48487,PIETROASELE,,primariapietroasele@yahoo.com,,238512000,"Pietroasele, cod 127470"
10,BUZAU,48682,PODGORIA,https://comunapodgoria.ro/,primariapodgoria@yahoo.com,,238774923,"Str. Principală, Comuna Podgoria, judeţul Buzău, cod 127480"
10,BUZAU,48771,POSTA CALNAU,https://www.comunapostacilnau.ro/,primariapostacalnau@gmail.com,,238521873,"Sat Poșta Câlnău, com. Poșta Câlnău, cod 127485"
10,BUZAU,48842,PUIESTI,https://www.primariapuiesti-bz.ro/,secretar@primariapuiesti-bz.ro,,0238730903; 0238576109,"Loc. Puieștii de Jos, Str. nr. 1, nr.44, Cod postal: 127502"
10,BUZAU,48922,RACOVITENI,http://racoviteni.ro/,primariaracoviteni@racoviteni.ro,,238798134,"Str. Principală, Comuna Racoviteni, judeţul Buzău, Cod postal:127505"
10,BUZAU,48968,RAMNICELU,https://www.rimnicelu.ro/,primaria_rimnicelu@yahoo.com,,238775707,"Râmnicelu, jud.Buzău, cod 127510"
10,BUZAU,49019,ROBEASCA,https://comunarobeasca.ro/,primaria_robeasca@yahoo.com,,238581800,"Șoseaua Buzăului, nr. 29, Cod postal: 127515"
10,BUZAU,49046,RUSETU,https://www.primariarusetu.ro/,primarie_rusetu@yahoo.com,,238733104,"Str. 1 Decembrie, nr. 33, Cod postal: 127520"
10,BUZAU,49073,SAGEATA,https://www.comunasageata.ro/,prim_sageata@yahoo.com,,238781168,"Str. Principală , Cod postal: 127525"
10,BUZAU,49153,SAHATENI,,primariasahatenibz@yahoo.com,,238594136,"Str. Principala, nr. 143, Săhăteni, Cod postal: 127535"
10,BUZAU,49206,SAPOCA,http://primariasapoca.ro/,primariasapocabz@gmail.com,,238508479,"Săpoca, cod 127540"
10,BUZAU,49233,SARULESTI,http://primariasarulesti.ro/,com_sarulesti@yahoo.com,,238548206,"Com.Sarulesti, Jud.Buzau, Cod postal 127545"
10,BUZAU,49313,SCORTOASA,https://primariascortoasa.ro/,primariascortoasabz@yahoo.com,,238705613,"Sat Scorțoasa, Cod postal: 127555"
10,BUZAU,49439,SCUTELNICI,http://www.primariascutelnici.ro/2019/,primar@primariascutelnici.ro,,238583511,"Scutelnici, cod postal:127575"
10,BUZAU,49484,SIRIU,https://comunasiriu.ro/,primariasiriu@yahoo.com,,238520541,"Sat Lunca Jaristei nr. 347, Comuna Siriu, cod 127580"
10,BUZAU,49545,SMEENI,https://www.comunasmeeni.ro/,primaria.smeeni@gmail.com,,238732503,"Sat Smeeni, com. Smeeni, cod 127595"
10,BUZAU,49625,STALPU,https://primariastilpu.ro/,primariastilpu@yahoo.com,,0238753598; 0238753599,"Str. Principală, nr. 427, com. Stâlpu, Cod postal: 127605"
10,BUZAU,49849,TINTESTI,https://www.tintesti.ro/,primariatintesti@yahoo.com,,238532070,"Loc. Țintești, Cod postal: 127640"
10,BUZAU,49643,TISAU,https://www.comunatisau.ro/,primariatisau@yahoo.ro,,238597560,"Sat Izvoru, nr.6, Comuna Tisău,  cod 127610"
10,BUZAU,49769,TOPLICENI,https://www.comunatopliceni.ro/,topliceni01@gmail.com,,238762116,"Topliceni, Com. Topliceni, Cod postal: 127630"
10,BUZAU,49894,ULMENI,http://primariaulmenibuzau.ro/,primariaulmeni_buzau@yahoo.com,,0238503076; 0238503004,"Comuna Ulmeni, Cod postal: 127645"
10,BUZAU,50549,UNGURIU,http://primariaunguriu.ro/,primariaunguriu@yahoo.co.uk,,238504900,"Șos. Brasovului, nr. 83, Unguriu, cod  127322"
10,BUZAU,49956,VADU PASII,https://www.comunavadupasii.ro/,primaria.vadupasii@yahoo.com,,23878810,"Str. Principala , Nr 26 ,Vadu Pasii"
10,BUZAU,50399,VALCELELE,http://primariavilcelelebuzau.ro/,primariavalcelele@yahoo.com,,238776857,Sat Vâlcelele
10,BUZAU,50022,VALEA RAMNICULUI,https://www.comunavalearimnicului.ro/,primariavalearamnicului@yahoo.com,,238774410,sat Valea Râmnicului
10,BUZAU,50068,VALEA SALCIEI,https://www.comuna-valeasalciei.ro/,primariavs@yahoo.com,,238575201,"Sat Modreni, com. Valea Salciei"
10,BUZAU,50102,VERNESTI,https://primariavernesti.judet-buzau.ro/,primariavernesti2018@yahoo.com,,238705007,"Str. Principala, Com. Vernesti"
10,BUZAU,50228,VINTILA VODA,https://vintila-voda.judet-buzau.ro/,prim_vintila_voda@yahoo.com,,238509003,"Principala nr.1, comuna Vintila Voda, sat Vintila Voda, Cod Postal 127695"
10,BUZAU,50326,VIPERESTI,https://www.comunaviperesti.ro/,primar_viperesti@yahoo.com,,0238799245; 0238799240,"Sat Viperești, com. Viperești"
10,BUZAU,50415,ZARNESTI,https://primariazarnesti.judet-buzau.ro/,primariazarnesti@yahoo.com,,238785175,"Comuna ZARNESTI, jud. Buzau"
10,BUZAU,50479,ZIDURI,http://primariaziduribz.ro/,primaria@primariaziduribz.ro,,238578201,"Str. Principală, Comuna Ziduri, judeţul Buzău, cod postal:127720"
11,CARAS-SEVERIN,50790,MUNICIPIUL RESITA,http://www.primaria-resita.ro/,centru@primariaresita.ro,,255221964,"Piața 1 Decembrie 1918 nr. 1A, Reșița"
11,CARAS-SEVERIN,51010,MUNICIPIUL CARANSEBES,http://www.primaria-caransebes.ro/portal/CarasSeverin/Caransebes/portal.nsf/Index/100?OpenDocument,primaria.caransebes@gmail.com,,0255514885; 0255515139,"Piaţa Revoluţiei Nr. 1, Caransebeş, Judeţul Caraş-Severin "
11,CARAS-SEVERIN,50889,ORAS ANINA,http://www.primaria-anina.ro/,primar.anina@yahoo.com,,255240115,"Str. Mathias Hammer, nr. 2"
11,CARAS-SEVERIN,50923,ORAS BAILE HERCULANE,https://www.primaria-baileherculane.ro/,primbh@yahoo.com,,255560439,"Str. Mihai Eminescu , nr. 10"
11,CARAS-SEVERIN,50969,ORAS BOCSA,https://www.orasulbocsa.ro/,primariabocsa@yahoo.com,,"0255555000
0355566605
0355566606",Str. 1 Decembrie 1918
11,CARAS-SEVERIN,51056,ORAS MOLDOVA NOUA,http://www.moldovanoua.com/,contact@moldovanoua.com,,255540997,"Str. Nicolae Bălcescu, Nr. 26, Moldova Nouă, CS 325500"
11,CARAS-SEVERIN,51118,ORAS ORAVITA,http://www.primariaoravita.ro/,primariaorasuluioravita@gmail.com,,255571133,"Str. 1 Decembrie 1918 nr. 60, cod 325600, jud. Caras-Severin"
11,CARAS-SEVERIN,51207,ORAS OTELU ROSU,https://otelu-rosu.ro/,primaria_otelurosu@yahoo.com,,255530803,"Str. Rozelor, Nr.2, cod 325700"
11,CARAS-SEVERIN,51243,ARMENIS,http://www.armenis.ro/,armeniscs@yahoo.com,,255529604,"Armenis, Nr.368, cod postal 327005"
11,CARAS-SEVERIN,51305,BANIA,https://www.primariabania.ro/,primariabania@gmail.com,,255243611,"Str. Principala, nr. 120, Cod postal 243718, Jud. Caras-Severin"
11,CARAS-SEVERIN,51332,BAUTAR,,primaria.bautar@gmail.com,,255521602,"Str. Principala nr. 55, Cod postal 327015"
11,CARAS-SEVERIN,51387,BERLISTE,http://primariaberliste.ro/,primariaberlistecs@yahoo.com,,255576101,"Berliste, Str. Principala, Nr. 99, Cod postal 327020, Jud. Caras-Severin"
11,CARAS-SEVERIN,51449,BERZASCA,http://primariaberzasca.ro/,berzeasca_cs@yahoo.com,,255545601,"Berzasca nr. 282, jud. Caras-Severin, cod postal 327025"
11,CARAS-SEVERIN,51500,BERZOVIA,https://www.primaria-berzovia.ro/,primaria.berzovia@yahoo.com,,255525601,"Revoluţia din Decembrie, nr. 123, Cod postal 327030, Jud Caras-Severin"
11,CARAS-SEVERIN,51546,BOLVASNITA,http://www.primaria-bolvasnita.ro/,primaria@primaria-bolvasnita.ro,,371106133,"Bolvasnita, Str. Principala Nr.141A, Cod postal : 327035"
11,CARAS-SEVERIN,51573,BOZOVICI,http://www.primariabozovici.ro/,p_bozovici@yahoo.com,,0255242612; 0255242145,"Str. Mihai Eminescu , nr. 251B, cod postal 327040"
11,CARAS-SEVERIN,51626,BREBU,https://www.comunabrebu.ro/,contact@comunabrebu.ro,,255232524,"Com. Brebu, Str. Principala, 21, Caras-Severin, 327045"
11,CARAS-SEVERIN,51662,BREBU NOU,,primaria.garina@yahoo.com,,751112380,"Sat Garana, nr 66"
11,CARAS-SEVERIN,51699,BUCHIN,https://primariabuchin.ro,primar@primariabuchin.ro,,255516163,"Principală, nr. 4B,Județ: Caras-Severin, Romania"
11,CARAS-SEVERIN,51751,BUCOSNITA,https://www.primariabucosnita.ro/,primaria@primariabucosnita.ro,,255519400,"Str. Nr. 154, Cod postal: 327060, Jud. Caras-Severin, Romania"
11,CARAS-SEVERIN,51804,CARASOVA,http://primariacarasova.ro/,primaria.carasova@yahoo.com,,255232000,"str. Principala, nr. 274, localitatea Carasova, judetul Caras-Severin"
11,CARAS-SEVERIN,51840,CARBUNARI,https://comuna-carbunari.ro/,primaria_carbunari@yahoo.com,,374088864,"Sat Carbunari nr. 304, Jud. Caras-Severin, CP 037070"
11,CARAS-SEVERIN,51948,CICLOVA ROMANA,https://primariaciclovaromana.ro/,primariaciclovaromana@yahoo.com,,255575305,"Sat. Ciclova Romana Nr. 203, Caras-Severin, Romania, Cod postal: 327075"
11,CARAS-SEVERIN,51984,CIUCHICI,http://www.primaria-ciuchici.ro/,primariaciuchici@yahoo.com,,25557620,"Comuna Ciuchici; Principala, nr. 261"
11,CARAS-SEVERIN,52035,CIUDANOVITA,https://www.primariaciudanovita.ro/,primaria_ciudanovita@yahoo.com,,255575709,"Str. Principala, Com. Ciudanovita, Caras-Severin"
11,CARAS-SEVERIN,51877,CONSTANTIN DAICOVICIU,http://www.primariaconstantindaicoviciu.ro/,primariacavaran@yahoo.com,,255510126,"Str. Principala, 11, Com. Constantin Daicoviciu, Caras-Severin, 327091"
11,CARAS-SEVERIN,52062,COPACELE,https://www.primariacopacele.ro/,primariacopacele@gmail.com,,355401315,LocalitateaCopacelenr.122judetulCarasSeverin
11,CARAS-SEVERIN,52115,CORNEA,https://www.primaria-cornea.ro,primariacorneacs@yahoo.com,,255261312,str. Principala nr. 261
11,CARAS-SEVERIN,52160,CORNEREVA,http://primaria-cornereva.ro,contact@primaria-cornereva.ro,,372930017,"str. Principală, nr. 130"
11,CARAS-SEVERIN,53489,CORONINI,http://www.primariacoronini.ro,primaria.coronini@yahoo.com,,255544115,Str. Principala Nr. 58
11,CARAS-SEVERIN,52570,DALBOSET,,primariadalboset@yahoo.com,,255243403,Str. Principala Nr. 130
11,CARAS-SEVERIN,52650,DOCLIN,http://www.comuna-doclin.ro/,secretariat@comuna-doclin.ro,,255527074,Sat. Doclin Nr. 1
11,CARAS-SEVERIN,52696,DOGNECEA,https://comunadognecea.ro,dogneceaprimaria@yahoo.com,,255236305,"Str. Principala, C.P. 327180"
11,CARAS-SEVERIN,52721,DOMASNEA,https://www.primaria-domasnea.ro/,domasnea@gmail.com,,255263101,"Str. Principala nr. 318, Cod postal 327185, Jud. Caras-Severin"
11,CARAS-SEVERIN,53700,EFTIMIE MURGU,https://www.primariaeftimiemurgu.ro/,emurguprimar@yahoo.com,,255243210,"Eftimie Murgu, nr. 265, județul Caraș Severin, C.P. 327190"
11,CARAS-SEVERIN,52758,EZERIS,http://www.primariaezeris.ro/,primaria.ezeris@yahoo.com,,255235301,Str. Principala nr.1
11,CARAS-SEVERIN,52785,FARLIUG,https://www.comuna-firliug.ro/,primariafarliug@yahoo.com,,255235414,"Comuna Fîrliug nr.80, cod postal 327200"
11,CARAS-SEVERIN,52856,FOROTIC,https://www.comunaforotic.ro/,comunaforotic@yahoo.com,,371105291,"Loc.Forotic,Str.Principala, Nr.1, c.p.327210"
11,CARAS-SEVERIN,52909,GARNIC,http://www.primariagarnic.ro/,comunagarnic@primariagarnic.ro,,731306970,"Com. Garnic, nr. 77, Jud. Caras-Severin"
11,CARAS-SEVERIN,52936,GLIMBOCA,http://www.primaria-glimboca.ro/,primaria.glimboca@gmail.com,,255534378,"Str. Principala nr.367, cp. 327220"
11,CARAS-SEVERIN,52954,GORUIA,,primariagoruia@yahoo.com,,0255234501; 0255234611,"Strada Principală, nr, 211, Goruia, Comuna Goruia, jud. Caraș-Severin, 327225 "
11,CARAS-SEVERIN,52990,GRADINARI,https://www.gradinari-cs.ro/,primariagradinari@yahoo.com,,255575722,"Strada Principală, nr. 190, Comuna Grădinari, jud. Caraș-Severin, 327230"
11,CARAS-SEVERIN,53023,IABLANITA,http://www.primariaiablanita.ro/,primaria.iablanita@yahoo.com,,0255563412; 0255563444; 0255563443,"Strada Principală, nr. 89B, Comuna Iablanița, jud. Caraș-Severin, 327235"
11,CARAS-SEVERIN,53069,LAPUSNICEL,,primarialapusnicel_cs@yahoo.com,,0355561016; 0724360441; 0724360455; 0785255277,"Strada Principală, nr. 278, Comuna Lăpușnicel, jud. Caraș-Severin, 327240"
11,CARAS-SEVERIN,53103,LAPUSNICU MARE,http://primarialapusnicumare.ro/,primarialapusnicumare@yahoo.com,,0255244005; 0255244006,"Strada Principală, nr. 133, Comuna Lăpușnicu Mare, jud. Caraș-Severin, 327245"
11,CARAS-SEVERIN,53130,LUNCAVITA,http://www.luncavita.com/,primaria_luncavitacs@yahoo.com,,0255261101; 0723292934,"Strada Principală, nr. 43, Comuna Luncavița, jud. Caraș-Severin, 327250"
11,CARAS-SEVERIN,53167,LUPAC,https://comunalupac.ro/,primarialupac@gmail.com,,255233715,"Strada Principală, nr. 1, Comuna Lupac, jud. Caraș-Severin, 327255"
11,CARAS-SEVERIN,53210,MARGA,http://comuna-marga.ro/,primaria.marga@gmail.com,,0255524570; 0255524401,"Strada Principală, nr. 217, Comuna Marga, jud. Caraș-Severin, 327260"
11,CARAS-SEVERIN,53247,MAURENI,http://www.comunamaureni.ro/,primaria_maureni@yahoo.com,,255526001,"Calea Timișorii, nr. 38 (Strada Principală, nr. 371), Măureni, Comuna Măureni, jud. Caraș-Severin, 327265"
11,CARAS-SEVERIN,53274,MEHADIA,http://www.primariamehadia.ro/,primariamehadiacs@yahoo.com,,255523121,"Strada Principală, Bl. A4, Comuna Mehadia, jud. Caraș-Severin, 327270"
11,CARAS-SEVERIN,53327,MEHADICA,http://mehadica.ro/,primaria.mehadica@gmail.com,,255563339,"Strada Principală, nr. 71, Comuna Mehadica, jud. Caraș-Severin, 327275"
11,CARAS-SEVERIN,53345,NAIDAS,http://www.primarianaidas.ro/,primar@primarianaidas.ro,secretar@primarianaidas.ro,0255576412; 0771051865,"Strada Principală, nr. 1, Comuna Naidăș, jud. Caraș-Severin, 327280"
11,CARAS-SEVERIN,53372,OBREJA,http://primaria-obreja.ro/,obrejaprimarie@gmail.com,,0255534501; 0255534567,"Strada Principală, nr. 164, Obreja, Comuna Obreja, jud. Caraș-Severin, 327285"
11,CARAS-SEVERIN,50987,OCNA DE FIER,https://www.ocnadefier.ro/,primaria@ocnadefier.ro,,0255527929; 0255527802,"Strada Vale, nr. 107B, Comuna Ocna de Fier, jud. Caraș-Severin, 327290"
11,CARAS-SEVERIN,53425,PALTINIS,http://www.primariapaltiniscs.ro/,primaria@primariapaltiniscs.ro,,255522804,"Strada Principală, nr. 164, Comuna Păltiniș, jud. Caraș-Severin, 327295"
11,CARAS-SEVERIN,53513,POJEJENA,https://www.primariapojejena.ro/,primariapojejena@yahoo.com,,255544355,"Strada Principală, nr. 277, Pojejena, Comuna Pojejena, jud. Caraș-Severin, 327300"
11,CARAS-SEVERIN,53577,PRIGOR,https://www.primariaprigor.ro/,pr_prigor@yahoo.com,,255243832,"Strada Principală, nr. 323, Comuna Prigor, jud. Caraș-Severin, 327305"
11,CARAS-SEVERIN,53675,RACASDIA,https://www.primariaracasdia.ro/,racasdiaprimaria@yahoo.com,,255575493,"Strada Principală, nr. 535, Comuna Răcășdia, jud. Caraș-Severin, 327315"
11,CARAS-SEVERIN,53639,RAMNA,http://www.ramna.ro/,primariaramna@yahoo.com,,0255528001; 0255528185,"Strada Principală, nr. 26, Comuna Ramna, jud. Caraș-Severin, 327310"
11,CARAS-SEVERIN,53728,RUSCA MONTANA,,primariaruscamontana@yahoo.com,,0255536082; 0255536058,"Strada Principală, nr. 450, Comuna Rusca Montană, jud. Caraș-Severin, 327320"
11,CARAS-SEVERIN,53755,SACU,https://www.comunasacu.ro/,primaria_sacu@yahoo.com,,0255510340; 0255514740,"Strada Principală, nr. 52, Comuna Sacu, jud. Caraș-Severin, 327325"
11,CARAS-SEVERIN,53791,SASCA MONTANA,,primariasasca@yahoo.com,,0255576514; 0255576565,"Strada Principală, nr. 375, Comuna Sasca Montană, jud. Caraș-Severin, 327330"
11,CARAS-SEVERIN,53853,SICHEVITA,https://www.comunasichevita.ro/,sichevitap@yahoo.com,,0255545005; 0255545188,"Strada Principală, nr. 396, Comuna Sichevița, jud. Caraș-Severin, 327335"
11,CARAS-SEVERIN,54056,SLATINA-TIMIS,https://www.slatina-timis.ro/,primaria@slatina-timis.ro,,255260844,"Strada Principală, nr. 32, Comuna Slatina-Timiș, jud. Caraș-Severin, 327360"
11,CARAS-SEVERIN,54109,SOCOL,https://www.primariasocol.ro/,primariasocol@yahoo.com,,25554484,"Socol, nr. 126, jud. Caraș- Severin, CP 327365"
11,CARAS-SEVERIN,54163,SOPOTU NOU,http://primaria-sopotunou.ro/,primaria@primaria-sopotunou.ro,,255244901,"Str. Principală, Nr. 19, Caras-Severin, Romania, Cod postal: 327370"
11,CARAS-SEVERIN,54350,TARNOVA,https://www.tarnova.ro/,primaria@tarnova.ro,,255234704,"Str. Principala, 376, Com. Târnova, Caras-Severin, Târnova 327385"
11,CARAS-SEVERIN,54270,TEREGOVA,http://teregova.ro/,primaria_teregova@yahoo.com,,255260005,"Strada Principală 358, Teregova 327390"
11,CARAS-SEVERIN,54305,TICVANIU MARE,https://primariaticvaniumare.ro/,primariaticvaniumare@yahoo.com,,255577100,
11,CARAS-SEVERIN,54387,TOPLET,http://www.primaria-toplet.ro/,primaria.toplet@gmail.com,,255522102,Comuna Toplet . Nr.110
11,CARAS-SEVERIN,54412,TURNU RUIENI,http://www.comuna-turnuruieni.ro/,primariaturnuruieni@gmail.com,,255510221,"Caras-Severin, Turnu-Ruieni, Nr. 45"
11,CARAS-SEVERIN,54485,VALIUG,https://www.primaria-valiug.ro/,prim_valiug@yahoo.com,,255235601,"Comuna Văliug Nr. 56, Jud. Caraș-Severin, Romania, Cod postal: 327415"
11,CARAS-SEVERIN,54500,VARADIA,http://www.primariavaradiacs.ro/,primaria_varadia@yahoo.com,,769065253,"COMUNA VARADIA, STR.PRINCIPALA, NR.379, JUDETUL CARAS-SEVERIN"
11,CARAS-SEVERIN,54537,VERMES,http://www.vermes.ro/,comunavermes@yahoo.ro,,255526401,"Vermes, Str. Principala nr. 152, Caras-Severin"
11,CARAS-SEVERIN,54573,VRANI,http://primaria-vrani.ro/,vrani.romania@gmail.com,,355081086,"Str. Principala nr. 93A, CP 327430"
